ID_Uzorka;GPS_LAT;GPS_LONG
1;18.487327;77.392979
2;18.482314;77.38532
3;18.491191;77.390991
4;18.49096;77.393515
5;18.485675;77.383899
6;18.482817;77.394093
7;18.483181;77.3843
8;18.490053;77.39925
9;18.483894;77.397138
10;18.488582;77.389514
11;18.495404;77.391309
12;18.48374;77.391187
13;18.489652;77.400327
14;18.480808;77.392823
15;18.480452;77.386945
16;18.481241;77.383473
17;18.491737;77.390861
18;18.478639;77.391961
19;18.476127;77.38597
20;18.490622;77.391473
21;18.493194;77.395727
22;18.490387;77.391837
23;18.488295;77.388125
24;18.485438;77.39059
25;18.483946;77.386626
26;18.490658;77.395343
27;18.494464;77.402077
28;18.485933;77.388671
29;18.481124;77.395608
30;18.480116;77.396113
31;18.477533;77.389679
32;18.486761;77.391392
33;18.482756;77.381752
34;18.479799;77.387867
35;18.47844;77.38749
36;18.474228;77.393089
37;18.482785;77.391598
38;18.481096;77.38584
39;18.481954;77.378012
40;18.480782;77.3901
41;18.48529;77.379497
42;18.483825;77.390274
43;18.491931;77.377645
44;18.482531;77.386173
45;18.478985;77.394039
46;18.482965;77.395815
47;18.489555;77.384528
48;18.495244;77.395114
49;18.476064;77.386867
50;18.478001;77.390478
51;18.485509;77.389781
52;18.477801;77.392116
53;18.485925;77.393628
54;18.489104;77.382686
55;18.482374;77.395016
56;18.484219;77.389812
57;18.48533;77.391792
58;18.481533;77.389456
59;18.487508;77.390387
60;18.483725;77.386726
61;18.482148;77.38762
62;18.491489;77.390826
63;18.484475;77.390375
64;18.488632;77.393001
65;18.486699;77.394725
66;18.483114;77.39682
67;18.472285;77.389407
68;18.482929;77.394239
69;18.483091;77.388151
70;18.48887;77.402823
71;18.490244;77.391354
72;18.494815;77.398722
73;18.488523;77.389089
74;18.483144;77.386351
75;18.477298;77.384106
76;18.481319;77.396124
77;18.477577;77.386061
78;18.497811;77.381054
79;18.486418;77.391799
80;18.485986;77.392253
81;18.47669;77.391847
82;18.479958;77.390139
83;18.480389;77.384264
84;18.480061;77.394955
85;18.486494;77.389334
86;18.484003;77.396837
87;18.489822;77.399997
88;18.478152;77.403743
89;18.486094;77.384533
90;18.485075;77.387338
91;18.480978;77.393592
92;18.476055;77.388434
93;18.492601;77.398829
94;18.49123;77.393077
95;18.486232;77.384006
96;18.494276;77.394978
97;18.487703;77.390502
98;18.488162;77.385016
99;18.484125;77.395149
100;18.485714;77.392677
101;18.476053;77.382808
102;18.478992;77.385499
103;18.485173;77.383536
104;18.484378;77.385095
105;18.484428;77.394149
106;18.47334;77.399323
107;18.486018;77.386924
108;18.485161;77.387777
109;18.479668;77.40276
110;18.485542;77.383154
111;18.48834;77.393543
112;18.482273;77.390158
113;18.469943;77.385788
114;18.483227;77.401109
115;18.480822;77.395072
116;18.487151;77.392603
117;18.484911;77.394049
118;18.480697;77.39385
119;18.478558;77.388475
120;18.479726;77.395091
121;18.473459;77.389047
122;18.487689;77.380968
123;18.484708;77.387315
124;18.488435;77.393215
125;18.482779;77.390581
126;18.486619;77.383719
127;18.4865;77.389177
128;18.494397;77.394226
129;18.488507;77.396042
130;18.49076;77.384012
131;18.490844;77.386762
132;18.485021;77.388698
133;18.472769;77.385281
134;18.48873;77.396252
135;18.501754;77.391467
136;18.487444;77.391867
137;18.489537;77.393552
138;18.49016;77.392108
139;18.486038;77.396783
140;18.492758;77.389338
141;18.48512;77.387656
142;18.487475;77.397785
143;18.487307;77.394086
144;18.488485;77.387027
145;18.483485;77.389998
146;18.480996;77.391367
147;18.472745;77.395297
148;18.483353;77.392792
149;18.480522;77.390941
150;18.485172;77.38996
151;18.492051;77.402383
152;18.490114;77.384914
153;18.483299;77.398256
154;18.481019;77.390481
155;18.486659;77.392653
156;18.491119;77.391774
157;18.487254;77.385683
158;18.485737;77.393581
159;18.48641;77.385474
160;18.477209;77.393696
161;18.496627;77.392855
162;18.487367;77.393164
163;18.476768;77.390763
164;18.4833;77.387521
165;18.487821;77.392449
166;18.484975;77.392258
167;18.48129;77.391578
168;18.489516;77.393582
169;18.486161;77.390994
170;18.489506;77.386266
171;18.489048;77.384203
172;18.483546;77.387352
173;18.492746;77.389634
174;18.481415;77.389054
175;18.479626;77.384273
176;18.485833;77.391504
177;18.489334;77.386921
178;18.48936;77.408807
179;18.491763;77.391
180;18.489007;77.395262
181;18.48691;77.386892
182;18.481326;77.387638
183;18.479919;77.394102
184;18.492563;77.392151
185;18.480028;77.384885
186;18.487439;77.393508
187;18.486083;77.394914
188;18.481054;77.394165
189;18.488758;77.39513
190;18.488363;77.385714
191;18.48547;77.385129
192;18.486375;77.397188
193;18.483555;77.3919
194;18.480082;77.400484
195;18.491422;77.380043
196;18.48507;77.386346
197;18.478964;77.393447
198;18.480106;77.391431
199;18.469663;77.387045
200;18.475116;77.394817
201;18.494457;77.398575
202;18.479609;77.396163
203;18.481965;77.386751
204;18.481036;77.39476
205;18.48948;77.399207
206;18.474094;77.399713
207;18.480192;77.388967
208;18.486497;77.388228
209;18.489138;77.395621
210;18.480994;77.393655
211;18.488565;77.382138
212;18.482294;77.394829
213;18.478073;77.389255
214;18.481189;77.398077
215;18.478123;77.379641
216;18.485007;77.391072
217;18.482474;77.391967
218;18.487552;77.397458
219;18.487709;77.388146
220;18.487087;77.397177
221;18.491653;77.383482
222;18.481298;77.394542
223;18.488849;77.391676
224;18.483883;77.391993
225;18.483907;77.38753
226;18.478019;77.391063
227;18.483089;77.390943
228;18.481407;77.396768
229;18.480752;77.391271
230;18.479515;77.391373
231;18.483143;77.390513
232;18.48491;77.390157
233;18.489741;77.389768
234;18.485617;77.389672
235;18.481502;77.399602
236;18.488438;77.397089
237;18.478723;77.387815
238;18.485178;77.385622
239;18.481585;77.400674
240;18.497553;77.393926
241;18.488482;77.386495
242;18.478324;77.393762
243;18.485225;77.395175
244;18.482111;77.391207
245;18.486275;77.392429
246;18.478734;77.386206
247;18.486152;77.393703
248;18.48098;77.386368
249;18.476998;77.395913
250;18.487967;77.391838
251;18.500764;77.319424
252;18.494287;77.321037
253;18.493232;77.326496
254;18.497675;77.326468
255;18.49353;77.340367
256;18.491824;77.326967
257;18.498806;77.33122
258;18.498957;77.319461
259;18.494483;77.327817
260;18.499943;77.334012
261;18.487722;77.329577
262;18.499681;77.329514
263;18.50458;77.338863
264;18.492409;77.330817
265;18.492404;77.32867
266;18.48917;77.335188
267;18.485297;77.321998
268;18.49815;77.335619
269;18.492136;77.334173
270;18.495911;77.330714
271;18.497903;77.335854
272;18.50072;77.333841
273;18.487892;77.33241
274;18.495816;77.328183
275;18.497247;77.340772
276;18.493932;77.328931
277;18.487153;77.329694
278;18.480594;77.333869
279;18.49459;77.322988
280;18.495748;77.328969
281;18.498166;77.344143
282;18.496594;77.331417
283;18.48747;77.329788
284;18.493599;77.337776
285;18.504543;77.327652
286;18.488603;77.329365
287;18.497212;77.336964
288;18.478894;77.335995
289;18.496825;77.331087
290;18.487038;77.336768
291;18.487702;77.32774
292;18.501682;77.341172
293;18.503241;77.329149
294;18.495443;77.324962
295;18.492506;77.322209
296;18.501709;77.323659
297;18.494527;77.335193
298;18.499214;77.335636
299;18.483754;77.331222
300;18.493084;77.333714
301;18.502815;77.331518
302;18.488158;77.334879
303;18.489918;77.340037
304;18.496665;77.334001
305;18.498195;77.324795
306;18.497601;77.33693
307;18.495613;77.338312
308;18.496148;77.33973
309;18.497415;77.328468
310;18.496463;77.337983
311;18.49542;77.333064
312;18.495075;77.330027
313;18.499122;77.315942
314;18.497191;77.327576
315;18.493805;77.337428
316;18.502077;77.334786
317;18.490068;77.327767
318;18.497465;77.331476
319;18.496094;77.330991
320;18.495784;77.332394
321;18.50122;77.336705
322;18.490873;77.328241
323;18.49111;77.335873
324;18.491709;77.334858
325;18.498095;77.337993
326;18.492766;77.331083
327;18.491389;77.320913
328;18.489253;77.326403
329;18.498733;77.324866
330;18.490927;77.332419
331;18.493589;77.333893
332;18.483492;77.317753
333;18.496944;77.332144
334;18.499623;77.337175
335;18.498971;77.331446
336;18.502019;77.335239
337;18.486238;77.3322
338;18.502691;77.336508
339;18.496147;77.333638
340;18.498406;77.340728
341;18.493127;77.327767
342;18.495792;77.326822
343;18.499866;77.320682
344;18.499184;77.337403
345;18.495208;77.332391
346;18.506083;77.327966
347;18.500399;77.329294
348;18.494356;77.331515
349;18.496657;77.331109
350;18.500915;77.329179
351;18.495793;77.3231
352;18.49397;77.332833
353;18.504926;77.333249
354;18.504634;77.33097
355;18.493749;77.328638
356;18.495246;77.328474
357;18.489239;77.327276
358;18.491145;77.332568
359;18.499256;77.322216
360;18.496664;77.327855
361;18.490724;77.326945
362;18.487668;77.331453
363;18.500322;77.325128
364;18.499155;77.331007
365;18.498683;77.330688
366;18.494346;77.330127
367;18.498014;77.326839
368;18.490627;77.329728
369;18.496004;77.327549
370;18.490555;77.32488
371;18.496712;77.340843
372;18.495482;77.324192
373;18.490522;77.330911
374;18.501662;77.33338
375;18.502188;77.325763
376;18.496956;77.333515
377;18.498152;77.324623
378;18.493586;77.328873
379;18.483561;77.335636
380;18.494014;77.335219
381;18.498417;77.337678
382;18.494949;77.329061
383;18.50301;77.330488
384;18.493184;77.338076
385;18.493172;77.3362
386;18.487241;77.33493
387;18.491062;77.32039
388;18.491982;77.330098
389;18.495236;77.32418
390;18.498299;77.330222
391;18.494453;77.328106
392;18.495887;77.326863
393;18.495221;77.325047
394;18.500079;77.331059
395;18.488233;77.335589
396;18.491044;77.328646
397;18.495796;77.327511
398;18.497947;77.337875
399;18.495196;77.333336
400;18.496433;77.333814
401;18.497203;77.323241
402;18.50532;77.331452
403;18.49095;77.332879
404;18.48956;77.335991
405;18.499873;77.335224
406;18.493918;77.326198
407;18.500224;77.337322
408;18.490529;77.328993
409;18.499343;77.327514
410;18.489987;77.329651
411;18.495642;77.326674
412;18.490989;77.325749
413;18.496088;77.322646
414;18.486509;77.323012
415;18.489574;77.327729
416;18.491158;77.339401
417;18.488579;77.328818
418;18.487569;77.327443
419;18.494501;77.326645
420;18.490559;77.328604
421;18.495938;77.32394
422;18.493982;77.333984
423;18.493624;77.334212
424;18.503588;77.329767
425;18.493033;77.329229
426;18.490599;77.322278
427;18.497438;77.330088
428;18.489411;77.330411
429;18.49536;77.343068
430;18.493911;77.330691
431;18.495464;77.333579
432;18.504081;77.326859
433;18.490662;77.332329
434;18.493131;77.332792
435;18.505038;77.333736
436;18.478488;77.338015
437;18.497508;77.326946
438;18.490979;77.336763
439;18.49787;77.328641
440;18.489214;77.333875
441;18.496981;77.323026
442;18.500278;77.328282
443;18.502941;77.333274
444;18.49961;77.319966
445;18.493647;77.336123
446;18.494055;77.333258
447;18.496356;77.332715
448;18.500826;77.337797
449;18.502726;77.331416
450;18.499097;77.329858
451;18.322942;77.577895
452;18.333112;77.573877
453;18.327244;77.572989
454;18.3218;77.570738
455;18.322968;77.571498
456;18.318743;77.570871
457;18.320523;77.565746
458;18.326857;77.560011
459;18.328669;77.571969
460;18.319523;77.573916
461;18.328704;77.572161
462;18.326389;77.566448
463;18.327064;77.567499
464;18.320151;77.571523
465;18.31466;77.566084
466;18.316704;77.56917
467;18.326924;77.583321
468;18.325722;77.568606
469;18.330207;77.568279
470;18.328347;77.567184
471;18.324977;77.567009
472;18.317474;77.570584
473;18.332906;77.573314
474;18.319417;77.567724
475;18.326086;77.567592
476;18.31429;77.569354
477;18.324836;77.564787
478;18.317572;77.574094
479;18.324407;77.567063
480;18.331053;77.560459
481;18.330178;77.574253
482;18.321135;77.573847
483;18.327947;77.566911
484;18.322569;77.574199
485;18.316529;77.572087
486;18.321984;77.569125
487;18.322984;77.570769
488;18.334967;77.572678
489;18.322169;77.573979
490;18.323802;77.579683
491;18.338023;77.575559
492;18.32306;77.570619
493;18.328983;77.572691
494;18.3189;77.578282
495;18.32493;77.575922
496;18.324428;77.579573
497;18.323749;77.564167
498;18.328815;77.574873
499;18.329542;77.57687
500;18.329108;77.576013
501;18.326719;77.571237
502;18.32541;77.571405
503;18.325392;77.572869
504;18.319403;77.569215
505;18.325841;77.564317
506;18.330739;77.563174
507;18.328104;77.569761
508;18.316365;77.574002
509;18.320692;77.564958
510;18.327162;77.566343
511;18.319935;77.568175
512;18.326794;77.569698
513;18.316047;77.564137
514;18.325829;77.563013
515;18.325667;77.56597
516;18.325362;77.567885
517;18.322145;77.568712
518;18.320435;77.579536
519;18.32106;77.566616
520;18.33749;77.570061
521;18.323309;77.574056
522;18.319018;77.567766
523;18.323365;77.56623
524;18.32134;77.571932
525;18.337145;77.570541
526;18.33058;77.572973
527;18.334661;77.566627
528;18.312874;77.574541
529;18.32726;77.576
530;18.323724;77.567322
531;18.321623;77.571848
532;18.33215;77.564771
533;18.322996;77.57658
534;18.320769;77.570678
535;18.319883;77.572146
536;18.315242;77.57748
537;18.324663;77.567289
538;18.328167;77.572964
539;18.323573;77.576991
540;18.323118;77.571373
541;18.328775;77.563941
542;18.328226;77.566057
543;18.318661;77.578765
544;18.336119;77.565337
545;18.319916;77.57196
546;18.322881;77.571602
547;18.322584;77.569873
548;18.328567;77.56832
549;18.321639;77.574516
550;18.321318;77.569188
551;18.328106;77.569893
552;18.319434;77.56244
553;18.326297;77.56979
554;18.323783;77.574477
555;18.328432;77.572691
556;18.325204;77.573328
557;18.316724;77.574876
558;18.317545;77.559948
559;18.323074;77.567322
560;18.320335;77.567661
561;18.333519;77.565332
562;18.330657;77.568665
563;18.323297;77.576622
564;18.331589;77.56748
565;18.3207;77.575715
566;18.323974;77.571893
567;18.312573;77.566188
568;18.325177;77.570453
569;18.335633;77.584544
570;18.327234;77.566812
571;18.323752;77.569684
572;18.323901;77.573276
573;18.323993;77.570927
574;18.327047;77.571057
575;18.325101;77.567375
576;18.323089;77.567667
577;18.32227;77.579782
578;18.314436;77.571373
579;18.321463;77.58039
580;18.329746;77.572448
581;18.320483;77.575985
582;18.318092;77.570812
583;18.327697;77.572932
584;18.314002;77.572335
585;18.321378;77.571179
586;18.327172;77.576478
587;18.31536;77.574244
588;18.323884;77.580975
589;18.322027;77.568262
590;18.321952;77.573304
591;18.326451;77.578501
592;18.31007;77.572206
593;18.327624;77.570728
594;18.329778;77.574087
595;18.324731;77.570778
596;18.320032;77.569281
597;18.331713;77.56654
598;18.331152;77.569554
599;18.322972;77.56884
600;18.316953;77.5668
601;18.327248;77.572941
602;18.317369;77.573275
603;18.324705;77.574418
604;18.331123;77.573881
605;18.31789;77.568089
606;18.326221;77.575724
607;18.3169;77.576951
608;18.321129;77.573891
609;18.313612;77.587206
610;18.330454;77.567618
611;18.330071;77.575676
612;18.33195;77.5698
613;18.319746;77.570469
614;18.331434;77.572009
615;18.32581;77.569397
616;18.319938;77.57407
617;18.31362;77.572562
618;18.313822;77.563044
619;18.325691;77.566816
620;18.324826;77.570499
621;18.319744;77.578411
622;18.319942;77.573145
623;18.329749;77.568263
624;18.32442;77.573468
625;18.327613;77.565118
626;18.324015;77.57591
627;18.31711;77.562817
628;18.328458;77.569995
629;18.331287;77.572758
630;18.33278;77.564914
631;18.332523;77.564704
632;18.328707;77.581144
633;18.331585;77.568953
634;18.313343;77.570574
635;18.323365;77.571007
636;18.334889;77.578633
637;18.323902;77.568515
638;18.326687;77.565817
639;18.321098;77.572956
640;18.327306;77.569549
641;18.324681;77.574503
642;18.327599;77.564118
643;18.331131;77.574813
644;18.327483;77.568579
645;18.324798;77.572743
646;18.314026;77.573452
647;18.314604;77.563469
648;18.323778;77.568504
649;18.326851;77.579672
650;18.317963;77.560979
651;18.317041;77.575559
652;18.329344;77.568776
653;18.337212;77.569137
654;18.318811;77.569975
655;18.325158;77.568954
656;18.327983;77.578371
657;18.315619;77.573024
658;18.319865;77.573609
659;18.321204;77.569421
660;18.328722;77.570724
661;18.327637;77.57206
662;18.318505;77.57824
663;18.328685;77.568758
664;18.327259;77.5761
665;18.33033;77.579491
666;18.330034;77.571873
667;18.322731;77.582986
668;18.327785;77.565072
669;18.317188;77.577102
670;18.32444;77.575048
671;18.323778;77.566533
672;18.326078;77.566052
673;18.321922;77.574098
674;18.333862;77.57601
675;18.318049;77.569444
676;18.324732;77.574056
677;18.335549;77.573455
678;18.322618;77.565564
679;18.330569;77.577804
680;18.324279;77.575541
681;18.324011;77.566924
682;18.325964;77.576094
683;18.32411;77.57382
684;18.323646;77.56253
685;18.326277;77.569992
686;18.325515;77.569192
687;18.322874;77.567016
688;18.318736;77.578488
689;18.319112;77.567577
690;18.323823;77.577474
691;18.333753;77.568059
692;18.328457;77.574404
693;18.322372;77.573402
694;18.326262;77.564467
695;18.314585;77.567504
696;18.325763;77.567028
697;18.323403;77.568346
698;18.32867;77.575959
699;18.323588;77.561906
700;18.322936;77.578646
701;18.332309;77.563324
702;18.325212;77.565526
703;18.32751;77.570755
704;18.333625;77.568396
705;18.329056;77.570296
706;18.327653;77.570818
707;18.328239;77.566857
708;18.319738;77.56612
709;18.322285;77.563818
710;18.314516;77.571698
711;18.322719;77.576443
712;18.322932;77.56941
713;18.322721;77.575925
714;18.319373;77.57419
715;18.321675;77.571861
716;18.317679;77.58058
717;18.330917;77.577085
718;18.328289;77.572701
719;18.332532;77.557828
720;18.326751;77.573307
721;18.331178;77.574556
722;18.324245;77.568729
723;18.327167;77.566594
724;18.32035;77.568719
725;18.322875;77.566544
726;18.32468;77.573689
727;18.324736;77.569141
728;18.321183;77.564664
729;18.316027;77.574357
730;18.329058;77.579007
731;18.330175;77.573501
732;18.319106;77.571059
733;18.323115;77.570913
734;18.322026;77.573638
735;18.329465;77.570555
736;18.318491;77.575725
737;18.32779;77.568143
738;18.321141;77.569272
739;18.326869;77.563777
740;18.316739;77.56764
741;18.3225;77.575176
742;18.325392;77.57215
743;18.321308;77.58153
744;18.318894;77.57109
745;18.332443;77.576951
746;18.310636;77.576681
747;18.334361;77.577395
748;18.326217;77.572428
749;18.325515;77.580487
750;18.322191;77.570251
751;18.45856;77.418981
752;18.424325;77.448671
753;18.416242;77.395984
754;18.494771;77.404446
755;18.479476;77.504796
756;18.584464;77.437706
757;18.468859;77.437265
758;18.414606;77.444377
759;18.524104;77.502571
760;18.404791;77.459933
761;18.459654;77.436144
762;18.53686;77.418767
763;18.350464;77.455434
764;18.480509;77.489165
765;18.477777;77.36954
766;18.46937;77.425033
767;18.518063;77.496131
768;18.501873;77.414641
769;18.464672;77.410368
770;18.363402;77.449137
771;18.45805;77.514132
772;18.479744;77.47961
773;18.41224;77.493409
774;18.417874;77.364182
775;18.413411;77.503862
776;18.427505;77.379658
777;18.343274;77.506714
778;18.43052;77.574447
779;18.420971;77.465795
780;18.498567;77.438896
781;18.385475;77.473382
782;18.51584;77.447358
783;18.443553;77.434992
784;18.52955;77.406404
785;18.384602;77.473226
786;18.487595;77.477603
787;18.445102;77.473737
788;18.447984;77.435018
789;18.447786;77.543657
790;18.469038;77.450566
791;18.372908;77.42294
792;18.497324;77.488522
793;18.400176;77.460941
794;18.412017;77.487822
795;18.464155;77.492687
796;18.427988;77.410206
797;18.553205;77.404875
798;18.469882;77.409993
799;18.430274;77.445632
800;18.461515;77.481537
801;18.448213;77.327754
802;18.434465;77.482482
803;18.454173;77.489498
804;18.549436;77.41456
805;18.505783;77.419896
806;18.332817;77.424929
807;18.480688;77.490439
808;18.466438;77.379334
809;18.393385;77.441788
810;18.321858;77.392098
811;18.435919;77.350175
812;18.464672;77.461113
813;18.583358;77.524241
814;18.432295;77.403495
815;18.524472;77.447622
816;18.426553;77.547538
817;18.468229;77.417933
818;18.515623;77.404913
819;18.412679;77.446285
820;18.560155;77.465636
821;18.367286;77.451523
822;18.407249;77.569476
823;18.293352;77.331781
824;18.350369;77.506065
825;18.503456;77.468344
826;18.464835;77.37494
827;18.481193;77.439041
828;18.421623;77.441286
829;18.398073;77.455187
830;18.502638;77.413862
831;18.42882;77.502156
832;18.55184;77.460678
833;18.477172;77.523028
834;18.478401;77.336443
835;18.38165;77.434315
836;18.547947;77.4943
837;18.365968;77.505925
838;18.476521;77.493668
839;18.467757;77.408178
840;18.542061;77.459375
841;18.436544;77.489494
842;18.417073;77.426385
843;18.462874;77.44466
844;18.40048;77.535789
845;18.45451;77.413546
846;18.424239;77.410157
847;18.467985;77.431893
848;18.477516;77.404747
849;18.495311;77.364912
850;18.407522;77.435343
851;18.328121;77.433086
852;18.417205;77.434624
853;18.415417;77.335867
854;18.371527;77.422891
855;18.507332;77.423232
856;18.407286;77.424159
857;18.406409;77.475268
858;18.437724;77.429995
859;18.424289;77.509174
860;18.386943;77.431711
861;18.521492;77.386032
862;18.521295;77.374951
863;18.356897;77.474476
864;18.414185;77.433019
865;18.493994;77.514903
866;18.452323;77.429606
867;18.383843;77.536144
868;18.369952;77.415564
869;18.506375;77.537087
870;18.466535;77.441759
871;18.424652;77.43817
872;18.40055;77.494142
873;18.351594;77.488056
874;18.465205;77.449709
875;18.507753;77.401513
876;18.468741;77.416553
877;18.510926;77.45302
878;18.491743;77.494197
879;18.438114;77.50498
880;18.519176;77.430725
881;18.370849;77.359047
882;18.460239;77.472323
883;18.548494;77.466066
884;18.537516;77.458872
885;18.506004;77.387599
886;18.460623;77.411156
887;18.424137;77.438419
888;18.531631;77.365008
889;18.513825;77.448193
890;18.449721;77.46742
891;18.401514;77.50877
892;18.550305;77.419705
893;18.361525;77.367104
894;18.464765;77.426399
895;18.440708;77.421775
896;18.474506;77.385648
897;18.463794;77.470948
898;18.458429;77.40223
899;18.432583;77.469106
900;18.41205;77.428355
901;18.444321;77.404466
902;18.44427;77.438469
903;18.445854;77.482756
904;18.530915;77.44939
905;18.484218;77.514117
906;18.431354;77.358015
907;18.444646;77.426822
908;18.468849;77.471626
909;18.44656;77.401948
910;18.395123;77.477964
911;18.50729;77.436037
912;18.5545;77.485597
913;18.488852;77.462738
914;18.518956;77.416909
915;18.470715;77.437389
916;18.406027;77.454278
917;18.467765;77.511103
918;18.386715;77.48821
919;18.484035;77.459845
920;18.469286;77.423756
921;18.584275;77.454598
922;18.420899;77.424477
923;18.400909;77.341106
924;18.440755;77.536617
925;18.422094;77.485082
926;18.410194;77.462297
927;18.467493;77.462958
928;18.42855;77.41374
929;18.515064;77.525659
930;18.518619;77.452392
931;18.405683;77.468477
932;18.544163;77.473639
933;18.57113;77.488279
934;18.459862;77.41947
935;18.482931;77.410652
936;18.505411;77.424044
937;18.437991;77.523946
938;18.40378;77.528114
939;18.52193;77.446421
940;18.463518;77.494828
941;18.476445;77.503412
942;18.369722;77.518256
943;18.385032;77.434138
944;18.492179;77.437223
945;18.392026;77.448744
946;18.386407;77.448612
947;18.389543;77.447769
948;18.476488;77.384224
949;18.366747;77.444289
950;18.421105;77.485163
951;18.393659;77.521406
952;18.434804;77.470743
953;18.489203;77.435578
954;18.467305;77.471237
955;18.56486;77.488226
956;18.414265;77.43327
957;18.408648;77.471504
958;18.478001;77.47721
959;18.415254;77.427896
960;18.380765;77.415985
961;18.500544;77.426041
962;18.502504;77.463979
963;18.411899;77.362308
964;18.312731;77.481286
965;18.46676;77.370388
966;18.459026;77.48753
967;18.473762;77.422321
968;18.4519;77.425546
969;18.427697;77.425672
970;18.487294;77.575663
971;18.504199;77.503603
972;18.485341;77.382695
973;18.453634;77.449501
974;18.437302;77.360887
975;18.401812;77.459427
976;18.399998;77.407716
977;18.482072;77.42489
978;18.404644;77.343838
979;18.451691;77.536132
980;18.517413;77.536219
981;18.440221;77.485002
982;18.483544;77.452184
983;18.462401;77.466134
984;18.42459;77.422831
985;18.341183;77.47244
986;18.462204;77.454452
987;18.45122;77.472173
988;18.4235;77.557671
989;18.367595;77.465099
990;18.474127;77.444301
991;18.468021;77.512321
